Open,High,Low,Close,Volume,date
517.44,517.44,503.57,510.5,12812,2020-07-17
521.41,526.37,516.45,516.45,22900,2020-07-16
510.5,518.44,501.58,518.44,16544,2020-07-15
512.48,512.48,499.6,510.5,19167,2020-07-14
512.48,517.44,504.55,513.48,11198,2020-07-13
510.5,523.38,501.58,502.57,32988,2020-07-10
512.48,518.44,491.67,513.48,36720,2020-07-09
525.37,525.37,505.54,512.48,40049,2020-07-08
522.4,531.32,515.46,523.38,13921,2020-07-07
510.5,525.37,510.5,525.37,18057,2020-07-06
509.51,518.44,506.54,509.51,13518,2020-07-03
513.48,515.46,498.61,510.5,54274,2020-07-02
525.37,526.37,511.5,511.5,34905,2020-07-01
532.31,545.2,520.41,525.37,62042,2020-06-30
553.12,553.12,511.5,528.34,174120,2020-06-29
566.99,567.96,559.11,564.03,71722,2020-06-26
556.16,564.03,556.16,560.1,24483,2020-06-25
559.11,560.1,554.19,556.16,19912,2020-06-24
555.17,556.16,546.31,554.19,33525,2020-06-23
555.17,557.14,548.28,549.26,16559,2020-06-22
553.2,554.19,537.46,545.33,45106,2020-06-19
551.23,555.17,536.47,553.2,30173,2020-06-18
550.25,558.12,544.35,549.26,49576,2020-06-17
552.22,563.05,552.22,554.19,36877,2020-06-16
556.16,565.01,551.23,551.23,32610,2020-06-15
552.22,560.1,546.31,554.19,64611,2020-06-12
576.83,579.78,566.0,566.0,42160,2020-06-11
583.72,588.65,578.81,581.75,27429,2020-06-10
579.78,580.76,570.92,579.78,22960,2020-06-09
572.89,581.75,562.06,573.88,50896,2020-06-08
568.96,574.86,562.06,566.99,52928,2020-06-05
591.59,591.59,567.96,568.96,45106,2020-06-04
592.58,600.45,579.78,585.69,29257,2020-06-03
574.86,599.47,574.86,592.58,35251,2020-06-02
580.76,581.75,571.9,572.89,38401,2020-06-01
579.78,588.65,576.83,582.73,30273,2020-05-29
580.76,588.65,574.86,581.75,32509,2020-05-28
580.76,580.76,567.96,577.81,22857,2020-05-27
590.6,590.6,556.16,573.88,56078,2020-05-26
570.92,588.65,556.16,584.7,41551,2020-05-25
526.63,564.03,526.63,551.23,86453,2020-05-22
517.77,529.58,513.83,528.59,45817,2020-05-21
507.93,514.82,504.97,511.86,36877,2020-05-20
510.88,510.88,501.03,503.0,23264,2020-05-19
502.02,510.88,491.19,497.09,43277,2020-05-18
468.55,501.03,468.55,501.03,265150,2020-05-15
480.36,486.26,469.53,476.42,46325,2020-05-14
478.39,492.18,475.44,482.33,54248,2020-05-13
497.09,500.05,474.46,489.22,142937,2020-05-12
491.19,519.73,485.29,503.99,95697,2020-05-11
486.26,488.24,478.39,483.31,28140,2020-05-08
465.6,479.37,460.67,478.39,14833,2020-05-07
480.36,481.35,468.55,470.52,67252,2020-05-01
489.22,491.19,483.31,484.3,32204,2020-04-30
462.65,481.35,453.78,481.35,45004,2020-04-28
450.83,455.76,447.88,454.76,16254,2020-04-27
457.72,457.72,442.96,447.88,18490,2020-04-24
455.76,455.76,443.94,451.82,11479,2020-04-23
451.82,451.82,442.96,447.88,18490,2020-04-22
458.71,466.58,443.94,443.94,34236,2020-04-21
465.6,469.53,458.71,465.6,16153,2020-04-20
470.52,477.41,461.66,463.62,19200,2020-04-17
467.56,476.42,465.6,471.5,24382,2020-04-16
469.53,471.5,463.62,468.55,13410,2020-04-15
454.76,471.5,454.76,469.53,17575,2020-04-14
464.61,464.61,454.76,454.76,19608,2020-04-13
473.47,477.41,464.61,464.61,27632,2020-04-10
482.33,482.33,466.58,470.52,19810,2020-04-09
461.66,483.31,452.8,477.41,46122,2020-04-08
439.02,460.67,437.05,459.69,31290,2020-04-07
416.38,428.19,407.52,423.27,48458,2020-04-06
422.29,426.23,409.49,410.48,36877,2020-04-03
443.94,451.82,423.27,423.27,43988,2020-04-02
463.62,466.58,443.94,444.92,34033,2020-04-01
455.76,463.62,447.88,455.76,28852,2020-03-31
462.65,472.49,452.8,455.76,45614,2020-03-30
486.26,487.25,465.6,474.46,62681,2020-03-27
490.2,491.19,472.49,489.22,25398,2020-03-26
508.9,508.9,473.47,474.46,43988,2020-03-25
448.86,472.49,438.03,472.49,32307,2020-03-24
425.24,430.16,414.41,425.24,54655,2020-03-23
443.94,443.94,413.43,417.36,60852,2020-03-19
466.58,468.55,435.08,436.07,48865,2020-03-18
444.92,464.61,429.18,458.71,83914,2020-03-17
459.69,470.52,445.91,449.85,39518,2020-03-16
453.78,460.67,433.12,444.92,68472,2020-03-13
497.09,502.02,484.3,489.22,55773,2020-03-12
531.54,534.5,503.99,507.93,66236,2020-03-11
516.79,535.48,494.14,535.48,53945,2020-03-10
530.56,551.23,530.56,536.47,43480,2020-03-09
563.05,566.99,548.28,552.22,35455,2020-03-06
590.6,596.52,570.92,572.89,22655,2020-03-05
566.0,595.53,562.06,571.9,26921,2020-03-04
617.18,617.18,570.92,570.92,45208,2020-03-03
541.39,590.6,541.39,590.6,45817,2020-03-02
542.37,568.96,541.39,541.39,68268,2020-02-28
620.13,624.07,591.59,591.59,33830,2020-02-27
620.13,626.05,612.27,622.11,17372,2020-02-26
629.98,654.59,629.98,629.98,40026,2020-02-25
678.22,687.07,666.4,666.4,12292,2020-02-21
687.07,691.01,683.14,683.14,17474,2020-02-20
688.06,689.04,679.2,684.12,21131,2020-02-19
686.09,689.04,674.28,683.14,19810,2020-02-18
687.07,691.99,672.3,691.01,49475,2020-02-17
678.22,695.93,673.3,686.09,46224,2020-02-14
641.8,679.2,641.8,679.2,64205,2020-02-13
639.82,649.66,639.82,646.71,16965,2020-02-12
633.92,638.84,631.95,637.86,14222,2020-02-10
645.74,645.74,630.97,633.92,11175,2020-02-07
649.66,649.66,635.89,635.89,13004,2020-02-06
638.84,648.69,629.98,638.84,16559,2020-02-05
628.01,629.98,622.11,629.0,6909,2020-02-04
610.29,629.0,610.29,622.11,17880,2020-02-03
637.86,638.84,627.03,635.89,13817,2020-01-31
632.93,644.75,623.09,644.75,24078,2020-01-30
